Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,customer_key,travel_key,flight_key,date_key,airline_Key
4,3,4,2,4,4,4,4,4,2,5,2,4,4,0,0.0,neutral or dissatisfied,142,6,1291,385,4
1,1,1,1,3,2,3,1,1,2,1,3,1,3,4,0.0,neutral or dissatisfied,51,2,1940,56,4
2,4,2,3,2,2,2,3,4,4,4,2,3,2,0,0.0,neutral or dissatisfied,61,1,599,459,4
5,5,5,5,4,5,4,4,3,3,4,3,5,4,0,0.0,satisfied,15,3,3318,475,4
2,2,2,2,3,2,3,3,4,4,3,1,2,3,0,0.0,neutral or dissatisfied,60,4,3230,516,1
0,0,0,1,5,0,5,5,3,1,5,5,4,5,0,0.0,satisfied,137,4,3429,17,2
1,1,1,1,4,5,4,5,5,5,5,3,5,3,0,0.0,satisfied,65,2,3620,433,4
3,3,3,4,1,3,1,1,2,3,4,2,4,1,0,0.0,neutral or dissatisfied,148,3,236,237,4
2,4,3,4,2,3,3,3,3,3,2,2,3,4,0,0.0,neutral or dissatisfied,51,2,1784,307,6
5,5,5,5,4,4,4,5,5,5,5,3,5,5,67,74.0,satisfied,127,2,3532,433,5
2,4,4,4,2,2,2,2,3,2,3,2,4,2,0,0.0,neutral or dissatisfied,126,4,100,24,1
3,0,3,2,4,3,4,4,5,2,3,1,1,4,0,0.0,neutral or dissatisfied,144,4,2787,300,6
3,4,4,2,3,4,3,3,3,4,3,1,2,3,0,0.0,neutral or dissatisfied,190,4,2167,628,1
1,2,1,4,3,1,3,3,3,3,4,4,4,3,8,14.0,neutral or dissatisfied,201,4,1378,238,1
3,4,3,4,4,3,4,4,3,2,4,2,4,4,0,3.0,neutral or dissatisfied,73,3,2756,681,2
0,5,0,4,4,0,4,4,5,4,5,4,4,4,16,2.0,satisfied,210,3,2136,492,4
4,3,3,3,4,4,4,4,1,4,2,4,3,4,0,4.0,satisfied,69,4,2084,288,6
2,2,2,3,3,2,3,3,2,5,4,2,3,3,11,8.0,neutral or dissatisfied,10,4,314,415,3
2,1,2,3,1,2,1,1,4,3,4,3,4,1,0,0.0,neutral or dissatisfied,135,4,3612,400,2
4,1,4,3,4,4,4,4,1,4,2,3,2,4,0,0.0,neutral or dissatisfied,23,3,551,416,4
3,4,4,4,3,2,3,3,1,5,4,4,4,3,0,0.0,neutral or dissatisfied,3,5,3394,483,5
1,1,1,1,4,4,4,4,2,2,3,3,4,4,12,7.0,satisfied,101,2,2475,251,3
4,5,5,5,4,4,4,4,3,5,3,3,4,4,0,0.0,neutral or dissatisfied,145,4,517,677,5
3,3,3,3,4,5,4,4,4,4,4,5,4,3,47,58.0,satisfied,38,2,2012,400,6
3,2,3,4,5,3,5,5,3,1,3,4,3,5,0,0.0,neutral or dissatisfied,146,4,2701,141,1
3,5,4,1,2,4,2,2,5,2,1,5,5,2,0,0.0,neutral or dissatisfied,166,3,3812,378,6
4,4,4,4,4,4,4,4,2,3,3,1,4,4,0,0.0,neutral or dissatisfied,163,4,9,120,2
2,4,3,2,5,3,1,5,3,4,5,5,5,5,0,1.0,neutral or dissatisfied,94,2,3431,338,3
3,5,3,2,4,4,5,5,5,3,5,4,5,3,0,2.0,neutral or dissatisfied,57,3,3550,450,3
2,4,2,1,4,2,4,4,3,4,4,3,5,4,0,0.0,neutral or dissatisfied,63,3,57,161,1
3,3,3,3,3,4,4,5,5,4,5,4,5,5,36,28.0,satisfied,40,2,2331,105,4
5,5,5,5,2,4,5,4,4,4,4,5,4,5,0,0.0,satisfied,65,2,3517,92,6
3,3,3,3,4,4,4,4,4,3,2,5,1,4,0,0.0,satisfied,48,2,461,485,3
5,5,5,5,2,5,5,5,5,5,5,5,5,3,0,0.0,satisfied,104,2,3562,419,2
2,2,2,3,4,2,4,4,3,1,2,4,2,4,14,1.0,neutral or dissatisfied,227,4,1383,421,2
3,3,3,2,3,3,3,3,4,4,4,3,5,3,0,0.0,neutral or dissatisfied,201,2,3762,716,5
4,4,4,5,4,4,4,4,4,2,5,3,4,4,43,51.0,neutral or dissatisfied,11,3,2012,552,2
4,4,4,4,1,2,4,5,5,4,3,4,5,5,7,1.0,satisfied,78,2,2642,54,1
2,4,4,4,3,3,3,2,2,2,2,3,2,2,0,0.0,neutral or dissatisfied,63,2,930,601,6
2,3,2,3,1,3,3,4,4,2,4,2,4,4,5,11.0,neutral or dissatisfied,149,3,3669,647,2
2,2,2,3,5,4,4,5,5,2,3,2,5,2,5,3.0,neutral or dissatisfied,186,3,2113,514,2
4,4,4,4,4,5,4,4,1,4,2,4,1,4,155,152.4790779,satisfied,30,2,3501,97,1
5,5,5,5,4,4,4,4,4,5,4,4,5,4,3,2.0,satisfied,3,2,855,568,4
2,5,0,2,3,0,3,3,4,2,5,5,4,3,12,5.0,neutral or dissatisfied,196,1,2850,636,3
3,5,3,2,2,3,2,2,3,4,3,4,2,2,0,5.0,neutral or dissatisfied,84,4,1892,185,1
4,4,4,4,1,4,1,1,3,5,4,3,4,1,0,6.0,neutral or dissatisfied,175,4,3529,433,4
3,4,4,4,3,3,3,3,3,1,4,1,3,3,19,17.0,neutral or dissatisfied,137,4,136,471,1
2,2,2,2,2,5,4,4,4,4,4,2,4,3,0,0.0,satisfied,45,2,762,125,1
1,3,3,3,1,4,4,2,2,1,2,2,2,3,0,0.0,neutral or dissatisfied,61,4,1010,334,5
5,5,5,5,1,3,1,5,5,5,5,5,5,3,2,0.0,satisfied,75,4,1630,264,3
2,3,3,3,2,1,1,2,2,2,2,1,2,2,98,82.0,satisfied,41,5,3120,191,3
3,3,3,2,2,3,1,2,5,5,4,5,5,2,3,0.0,neutral or dissatisfied,85,4,1956,727,5
4,4,4,4,4,4,4,4,5,5,1,5,5,4,0,5.0,satisfied,78,5,2660,221,3
4,4,2,4,1,3,5,5,5,5,5,2,5,5,0,24.0,satisfied,35,2,850,199,3
4,5,5,5,2,3,3,4,4,4,4,2,4,1,0,0.0,neutral or dissatisfied,26,2,3266,344,2
2,3,3,3,2,2,2,2,2,3,2,1,2,1,0,0.0,neutral or dissatisfied,100,2,2165,174,6
4,4,2,4,1,3,3,4,4,4,4,1,4,1,0,0.0,satisfied,127,2,2827,217,1
3,4,4,4,3,3,3,3,1,4,4,2,3,3,10,17.0,neutral or dissatisfied,126,2,2868,206,3
4,5,5,5,4,4,4,4,4,3,4,3,4,4,0,0.0,neutral or dissatisfied,42,2,3071,579,4
2,2,2,2,4,4,4,4,4,4,4,4,4,5,0,0.0,satisfied,6,2,2040,373,5
3,5,3,3,1,3,1,1,4,3,5,3,4,1,8,9.0,neutral or dissatisfied,120,3,3236,174,3
2,5,2,2,2,4,4,3,3,3,5,4,4,4,0,0.0,neutral or dissatisfied,142,3,479,78,4
3,3,3,3,5,5,5,5,4,5,4,5,5,5,0,0.0,satisfied,48,2,1311,323,6
3,5,3,3,4,5,5,4,4,4,4,5,4,5,0,10.0,satisfied,41,2,536,554,1
2,2,3,2,3,2,3,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied,104,4,2542,576,1
2,3,2,3,1,2,1,1,4,4,3,1,4,1,0,0.0,neutral or dissatisfied,166,3,2453,384,6
1,1,1,1,2,3,5,4,4,4,4,5,4,4,0,0.0,satisfied,57,2,2144,437,1
2,4,4,4,2,2,2,2,2,4,4,4,3,2,3,0.0,neutral or dissatisfied,5,4,1521,199,6
2,5,1,2,2,1,2,2,5,3,4,4,4,2,0,0.0,neutral or dissatisfied,89,1,2302,602,3
2,2,2,1,5,2,5,5,5,5,5,3,5,5,0,6.0,neutral or dissatisfied,84,2,414,7,2
5,5,5,5,5,5,5,5,3,5,2,2,3,5,0,0.0,satisfied,101,5,1657,263,3
1,1,1,1,3,5,5,5,5,5,5,3,5,5,2,0.0,satisfied,15,2,2632,634,2
3,0,3,4,5,3,5,5,5,3,4,4,5,5,0,0.0,neutral or dissatisfied,3,6,1395,676,5
4,2,4,4,5,4,5,5,5,5,4,4,5,5,0,0.0,satisfied,54,2,2624,628,6
3,3,3,3,5,4,3,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied,20,4,2291,525,2
3,2,3,3,3,1,1,4,2,4,4,1,1,1,277,255.0,neutral or dissatisfied,114,3,639,20,4
5,5,5,5,4,4,4,4,5,3,5,5,5,4,18,0.0,satisfied,27,2,3445,713,6
2,5,5,5,2,1,2,2,1,3,2,4,1,2,1,0.0,neutral or dissatisfied,77,5,2087,254,1
1,1,1,1,4,4,4,3,3,4,5,4,5,4,138,134.0,satisfied,25,2,1921,598,3
3,3,3,3,2,4,4,5,5,5,5,3,5,5,35,28.0,satisfied,51,2,353,180,2
3,0,4,4,1,4,1,1,2,5,4,3,3,1,40,52.0,neutral or dissatisfied,155,4,426,353,1
3,3,3,3,4,4,4,4,5,4,5,3,5,4,0,0.0,satisfied,120,2,3149,573,1
4,0,4,1,4,4,4,4,5,3,5,3,5,4,2,0.0,satisfied,22,2,3030,727,2
2,4,2,5,2,2,2,2,4,3,4,3,5,2,0,0.0,neutral or dissatisfied,11,3,510,215,5
5,4,4,4,5,5,5,5,2,2,2,1,3,5,13,2.0,satisfied,26,5,3589,358,1
3,5,2,3,1,2,1,1,4,4,4,1,2,1,47,41.0,neutral or dissatisfied,33,3,140,602,5
2,5,2,1,1,2,3,5,5,2,5,4,5,4,0,29.0,neutral or dissatisfied,156,3,252,608,5
2,5,2,4,4,2,4,4,1,3,4,4,1,4,0,0.0,neutral or dissatisfied,214,3,669,573,6
1,2,1,4,2,1,2,2,1,4,4,4,3,2,0,0.0,neutral or dissatisfied,154,3,317,568,3
3,5,3,2,3,3,3,3,3,2,5,4,4,3,4,1.0,neutral or dissatisfied,148,3,2468,220,2
1,0,0,3,3,0,3,3,3,1,2,4,2,3,9,21.0,neutral or dissatisfied,37,2,2927,606,4
1,4,3,4,5,3,4,1,1,1,1,1,1,3,3,0.0,neutral or dissatisfied,56,4,2797,552,4
1,2,3,3,2,3,4,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied,145,2,3147,337,3
5,5,5,5,3,5,2,4,4,4,4,4,4,4,49,36.0,satisfied,65,2,2010,319,2
2,2,2,2,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied,15,2,2946,466,5
3,3,3,3,2,4,4,5,5,5,5,3,5,3,0,3.0,satisfied,59,2,1053,729,5
1,2,2,2,4,3,3,1,1,1,1,2,1,2,0,0.0,neutral or dissatisfied,220,5,3113,154,5
4,3,3,3,1,4,1,1,4,1,5,4,3,1,0,0.0,satisfied,221,4,541,351,4
3,5,3,3,2,3,2,2,1,1,2,3,5,2,0,0.0,neutral or dissatisfied,30,3,3564,62,4
1,1,1,1,1,4,3,1,1,1,1,3,1,1,0,8.0,neutral or dissatisfied,61,4,1124,460,4
1,1,1,3,4,1,4,4,2,2,4,3,4,4,25,25.0,neutral or dissatisfied,88,4,1344,240,1
4,4,4,4,1,4,1,1,4,4,4,3,4,1,0,0.0,neutral or dissatisfied,67,2,570,190,3
5,5,2,5,5,3,5,4,4,4,4,4,4,5,0,0.0,satisfied,64,2,723,146,4
4,1,1,1,3,1,1,4,4,4,4,3,4,4,4,0.0,neutral or dissatisfied,17,2,3722,522,1
3,3,4,3,3,3,3,3,1,1,4,1,4,3,0,0.0,neutral or dissatisfied,13,2,3595,292,4
0,0,0,2,5,3,5,5,3,3,2,1,5,5,0,0.0,satisfied,62,4,1001,642,1
2,2,2,2,4,5,4,4,4,4,4,4,4,5,0,0.0,satisfied,38,2,2924,60,6
2,5,2,2,5,2,2,5,2,4,3,3,1,5,0,0.0,neutral or dissatisfied,103,3,2237,473,4
3,3,2,3,2,5,4,5,5,5,5,5,5,4,2,0.0,satisfied,109,2,450,687,1
1,4,1,3,4,5,4,1,1,1,1,3,1,5,14,6.0,neutral or dissatisfied,168,3,2142,73,1
2,3,3,3,2,2,2,2,1,1,4,3,4,2,0,0.0,neutral or dissatisfied,8,4,3253,239,2
3,3,4,3,1,4,1,1,3,1,3,2,3,1,2,0.0,neutral or dissatisfied,87,3,3393,416,4
3,4,3,5,5,3,5,5,5,2,4,3,4,5,0,0.0,neutral or dissatisfied,97,3,2331,179,6
4,4,4,4,3,4,3,3,5,2,4,4,4,3,0,0.0,neutral or dissatisfied,172,2,3463,67,3
4,5,4,2,5,4,5,5,4,2,3,4,4,5,1,12.0,neutral or dissatisfied,120,3,3393,593,4
1,5,1,2,5,1,1,5,3,3,4,3,4,5,31,30.0,neutral or dissatisfied,59,3,2618,77,6
4,1,4,4,4,4,2,4,4,1,3,3,3,4,0,11.0,neutral or dissatisfied,47,3,25,248,3
2,0,2,5,4,2,4,4,5,5,5,3,5,4,0,0.0,neutral or dissatisfied,2,2,1840,707,1
3,3,3,3,2,2,2,2,5,3,3,2,1,2,0,0.0,satisfied,43,2,260,68,5
3,5,3,1,1,3,1,1,3,5,1,2,4,1,0,0.0,neutral or dissatisfied,19,3,2014,568,2
5,1,5,4,5,5,5,5,2,1,3,4,4,5,0,0.0,satisfied,19,3,1928,99,2
2,4,5,4,3,4,4,2,2,2,2,3,2,2,0,0.0,neutral or dissatisfied,149,2,2545,588,2
2,2,2,2,4,4,4,4,1,1,3,3,4,4,0,0.0,satisfied,83,2,1237,578,3
3,4,3,3,3,3,3,3,3,4,5,5,5,3,37,27.0,neutral or dissatisfied,96,1,2163,545,1
2,2,2,2,2,5,5,3,3,4,3,5,3,5,0,0.0,satisfied,114,2,452,542,6
4,4,4,1,5,4,5,5,3,4,4,4,5,5,0,0.0,satisfied,84,2,700,538,6
5,2,2,2,3,1,4,5,5,5,5,2,5,4,3,3.0,satisfied,16,5,2820,722,6
1,1,1,1,3,4,5,4,4,5,4,3,4,3,47,39.0,satisfied,23,2,3720,324,3
1,1,1,1,4,4,4,5,5,5,5,3,5,4,0,14.0,satisfied,78,2,3562,123,6
2,5,2,2,5,5,4,2,2,2,2,4,2,3,4,72.0,neutral or dissatisfied,168,6,3674,33,5
4,0,4,3,4,4,4,4,4,2,4,4,4,4,6,5.0,satisfied,54,2,3805,655,2
3,2,2,2,3,2,1,3,1,4,3,4,2,3,0,0.0,neutral or dissatisfied,243,4,1552,145,3
1,2,1,2,5,1,1,5,5,1,5,4,5,1,0,0.0,neutral or dissatisfied,100,3,1683,517,5
4,5,4,2,4,4,4,4,5,3,4,5,5,4,67,81.0,neutral or dissatisfied,159,3,385,673,4
1,1,1,1,3,5,4,5,5,5,5,4,5,3,3,0.0,satisfied,113,2,613,310,5
3,3,3,3,1,3,4,5,5,5,4,2,5,4,0,0.0,satisfied,153,2,1442,144,5
1,5,1,2,5,5,4,2,2,1,2,3,2,4,0,0.0,neutral or dissatisfied,17,6,3037,664,1
2,2,4,2,2,5,5,4,4,4,4,4,4,4,0,0.0,satisfied,65,2,2267,517,3
4,2,4,2,5,4,5,5,1,2,3,3,3,5,0,0.0,neutral or dissatisfied,105,2,2928,195,3
3,1,1,1,3,3,3,1,5,1,2,3,1,3,54,53.0,neutral or dissatisfied,116,2,557,483,2
4,4,4,3,5,4,5,5,3,2,5,4,4,5,2,6.0,neutral or dissatisfied,80,3,3135,637,5
3,1,0,4,4,0,4,4,3,2,3,2,4,4,0,0.0,neutral or dissatisfied,8,3,350,475,5
1,1,1,1,3,4,5,5,5,4,5,5,5,5,0,4.0,satisfied,153,2,390,588,5
2,2,2,2,3,5,5,4,4,4,4,3,4,5,28,21.0,satisfied,141,2,2852,169,4
5,0,5,1,5,5,5,5,4,4,4,4,4,5,50,35.0,satisfied,2,2,2425,729,5
4,4,4,4,3,5,5,3,3,4,5,5,3,5,31,34.0,neutral or dissatisfied,16,3,2919,183,5
4,4,4,4,4,5,5,4,4,4,4,5,4,4,5,0.0,satisfied,40,2,2114,113,4
4,1,4,3,1,4,1,1,4,3,2,2,2,1,1,19.0,neutral or dissatisfied,146,4,1143,276,2
5,3,2,2,5,5,5,5,3,4,1,3,1,5,85,77.0,satisfied,91,4,746,476,1
4,2,4,3,1,4,1,1,4,4,4,3,4,1,3,4.0,satisfied,214,3,2056,178,2
2,4,2,4,4,2,4,4,4,5,5,4,5,4,0,0.0,neutral or dissatisfied,98,3,1731,637,3
4,4,4,3,1,4,1,1,2,2,5,2,3,1,35,21.0,neutral or dissatisfied,2,4,1763,291,5
2,4,2,4,2,2,3,2,3,2,3,3,3,2,40,30.0,neutral or dissatisfied,106,3,27,434,4
1,5,5,2,1,5,1,1,1,1,2,2,2,1,81,66.0,neutral or dissatisfied,12,3,290,463,6
5,5,5,3,2,5,2,2,5,4,4,4,4,2,9,0.0,satisfied,55,2,28,417,3
1,1,1,2,3,1,3,3,5,2,4,1,5,3,0,5.0,neutral or dissatisfied,37,4,3231,711,6
3,4,3,3,1,3,1,1,2,3,4,1,3,1,49,44.0,neutral or dissatisfied,37,4,3217,138,6
3,4,2,4,2,2,2,2,2,3,4,3,3,2,0,0.0,neutral or dissatisfied,122,3,2515,489,2
1,0,2,2,2,2,2,2,3,4,5,3,5,2,0,4.0,neutral or dissatisfied,9,4,1770,730,6
3,4,3,2,3,1,1,4,4,3,3,1,4,1,207,176.0,neutral or dissatisfied,186,3,108,168,3
2,2,2,3,4,2,4,4,4,1,4,1,4,4,38,50.0,neutral or dissatisfied,208,4,891,134,1
1,5,5,5,1,1,1,1,1,1,1,2,1,1,106,101.0,neutral or dissatisfied,45,2,2487,161,5
4,5,5,5,4,4,4,4,2,3,4,1,4,4,14,14.0,satisfied,141,4,203,377,4
5,0,5,5,4,5,3,4,5,3,5,3,5,4,13,5.0,satisfied,54,2,777,330,2
0,0,0,4,5,5,5,5,5,5,5,5,5,3,46,40.0,satisfied,26,2,990,395,5
3,4,3,2,4,4,5,5,5,3,5,5,5,3,4,13.0,neutral or dissatisfied,128,3,2349,172,3
2,5,2,3,2,2,2,2,3,4,4,3,2,2,53,56.0,neutral or dissatisfied,126,3,1926,470,6
1,1,1,1,3,1,5,5,5,5,3,5,5,4,11,0.0,satisfied,113,2,1934,422,6
2,5,2,3,2,5,5,5,5,5,5,5,5,5,152,141.0,neutral or dissatisfied,26,3,1951,256,1
2,4,3,4,2,2,2,2,2,1,4,2,2,2,0,0.0,satisfied,17,4,438,680,3
1,1,1,1,5,4,5,4,4,4,4,5,4,5,2,0.0,satisfied,33,2,1035,120,1
2,0,2,3,4,2,4,4,3,5,4,5,2,4,0,0.0,neutral or dissatisfied,85,4,837,19,1
4,4,4,4,5,3,5,4,4,4,4,3,4,4,0,0.0,satisfied,145,2,607,247,2
2,2,5,2,5,4,4,4,4,4,4,3,4,4,0,0.0,satisfied,73,2,642,205,4
3,3,3,3,3,3,3,3,1,5,4,1,3,3,3,0.0,neutral or dissatisfied,42,4,3175,420,1
5,4,5,4,3,5,3,3,3,2,5,4,4,3,0,0.0,satisfied,33,3,1809,67,3
3,2,3,4,2,3,2,2,4,5,3,3,4,2,9,0.0,neutral or dissatisfied,9,4,3558,342,5
3,4,3,4,3,3,3,3,2,5,3,4,4,3,0,0.0,neutral or dissatisfied,142,2,2158,345,4
2,2,2,2,2,4,4,4,4,4,5,3,4,5,67,56.0,satisfied,100,2,643,697,2
3,3,3,3,2,3,2,2,2,5,3,2,3,2,2,1.0,neutral or dissatisfied,105,2,703,387,6
2,4,2,5,2,5,2,1,1,2,3,2,1,5,0,4.0,neutral or dissatisfied,56,3,3165,342,6
4,3,3,3,5,1,5,4,4,4,4,1,4,3,0,1.0,satisfied,109,4,2849,108,5
4,1,1,1,1,2,2,4,4,3,4,3,4,4,55,13.0,neutral or dissatisfied,78,2,3790,677,1
5,5,5,5,5,5,3,5,4,4,5,4,5,5,1,17.0,satisfied,123,4,2918,633,1
2,2,2,2,4,5,5,5,5,5,4,5,5,3,0,4.0,satisfied,100,2,3613,402,1
5,5,5,5,3,4,5,5,5,5,5,4,5,5,1,0.0,satisfied,110,2,2967,596,4
2,3,3,3,1,3,4,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied,51,2,1723,302,6
1,1,1,1,3,4,5,4,4,4,4,5,4,4,0,0.0,satisfied,45,2,849,107,1
3,4,3,2,3,3,3,3,4,5,5,4,4,3,0,0.0,neutral or dissatisfied,122,3,2555,635,5
1,1,1,1,4,4,4,5,5,5,5,3,5,5,0,0.0,satisfied,52,2,2225,585,5
0,3,0,1,2,0,2,2,5,5,3,3,3,2,1,5.0,satisfied,101,5,1463,477,1
4,4,4,4,3,4,4,4,4,4,5,3,4,3,0,0.0,satisfied,38,2,1867,337,4
2,2,2,2,4,2,4,3,3,2,3,5,3,5,0,0.0,satisfied,25,2,2716,460,6
3,5,3,4,5,3,5,5,2,5,5,3,3,5,0,0.0,neutral or dissatisfied,66,3,3783,313,3
2,5,2,4,2,1,1,4,4,5,4,1,4,1,168,180.0,neutral or dissatisfied,149,1,511,154,5
2,2,3,2,3,3,3,2,2,2,2,1,2,1,0,18.0,neutral or dissatisfied,114,2,2157,609,2
5,5,2,5,2,4,5,4,4,4,4,5,4,3,2,0.0,satisfied,56,2,2920,349,4
1,3,1,5,5,1,1,5,3,1,3,5,3,5,0,10.0,neutral or dissatisfied,171,4,1096,594,3
4,5,5,5,4,4,4,4,3,5,3,1,4,4,0,0.0,neutral or dissatisfied,66,4,2537,529,2
3,2,2,2,2,3,2,3,3,3,5,2,5,2,3,16.0,neutral or dissatisfied,34,2,733,300,5
2,2,2,2,3,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,7,2,2329,692,4
2,2,2,2,4,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,51,2,2951,728,4
4,3,4,2,3,4,3,3,3,4,3,4,3,3,0,0.0,neutral or dissatisfied,187,3,1238,534,6
5,5,5,5,2,5,1,4,4,4,4,5,4,4,0,0.0,satisfied,30,2,1481,236,5
3,3,3,1,1,3,1,1,4,4,5,5,4,1,12,0.0,neutral or dissatisfied,171,2,3659,211,4
4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0.0,satisfied,41,2,2466,286,5
3,4,3,3,2,3,2,2,1,5,5,5,3,2,0,0.0,neutral or dissatisfied,151,3,2011,423,4
3,2,3,3,1,3,3,2,2,3,1,3,2,3,88,95.0,neutral or dissatisfied,100,3,2802,719,5
3,1,3,4,1,3,1,1,4,1,3,2,4,1,65,63.0,neutral or dissatisfied,22,2,1534,494,4
5,5,5,1,5,5,5,5,5,4,5,5,5,5,0,0.0,satisfied,79,3,662,419,1
2,2,2,2,5,5,5,5,5,5,4,3,4,5,0,0.0,satisfied,58,2,3395,345,1
2,2,2,2,3,2,3,3,3,3,5,3,4,3,0,0.0,neutral or dissatisfied,68,2,1202,523,6
0,4,0,3,5,1,3,5,5,5,5,2,5,4,0,0.0,satisfied,49,2,2736,319,3
3,3,3,3,4,4,5,5,5,5,5,3,5,4,0,0.0,satisfied,118,2,104,342,3
2,4,2,2,5,2,5,5,5,4,3,3,5,5,0,0.0,neutral or dissatisfied,141,3,3191,379,6
2,1,1,1,2,2,2,2,2,1,3,2,2,2,0,0.0,neutral or dissatisfied,72,2,2760,546,6
3,5,3,3,1,3,1,1,5,3,5,4,5,1,0,0.0,neutral or dissatisfied,95,3,2630,633,5
5,2,5,5,5,5,5,5,4,4,2,2,1,5,0,0.0,satisfied,27,2,2105,695,6
4,5,2,3,5,2,5,5,1,1,4,1,1,5,11,21.0,satisfied,120,3,3481,590,6
3,3,3,3,1,4,3,3,3,3,3,1,3,2,0,0.0,neutral or dissatisfied,56,2,578,635,6
3,3,3,1,3,3,3,3,5,5,5,4,2,3,12,0.0,neutral or dissatisfied,137,3,1082,208,1
4,4,4,4,5,5,5,5,3,4,5,5,4,5,0,0.0,satisfied,72,2,2165,186,3
0,0,0,3,4,5,5,5,5,5,5,4,5,5,0,3.0,satisfied,59,2,3497,17,5
2,0,2,2,4,4,5,3,3,2,3,5,3,5,61,62.0,neutral or dissatisfied,93,1,819,290,4
2,2,2,2,1,2,1,1,2,3,2,1,2,1,32,14.0,neutral or dissatisfied,243,4,3093,254,1
3,3,1,3,1,2,2,4,4,4,4,4,4,4,0,5.0,satisfied,128,2,79,611,6
3,3,3,3,5,3,5,5,4,2,4,1,3,5,2,0.0,neutral or dissatisfied,201,4,1848,446,5
4,3,4,4,4,4,4,4,3,4,4,2,3,4,0,0.0,neutral or dissatisfied,102,3,1890,456,6
3,5,2,2,2,2,1,2,4,5,4,3,4,2,0,0.0,neutral or dissatisfied,90,3,559,147,5
3,2,2,2,5,4,4,3,3,3,3,1,3,4,46,45.0,neutral or dissatisfied,12,2,2934,114,2
3,2,3,3,4,3,4,4,3,2,3,4,3,4,4,1.0,neutral or dissatisfied,129,3,1707,97,6
4,4,4,4,4,4,4,4,2,4,1,4,2,4,0,0.0,satisfied,101,2,1620,382,3
2,3,2,1,2,2,2,2,2,5,4,1,1,2,0,0.0,neutral or dissatisfied,106,3,2156,376,5
4,2,4,2,4,4,4,4,3,1,3,2,1,4,0,0.0,satisfied,42,4,2847,506,5
3,4,5,5,3,3,4,3,4,2,3,2,3,3,0,7.0,neutral or dissatisfied,82,4,3343,322,3
5,5,5,5,2,5,4,5,5,5,5,3,5,5,0,0.0,satisfied,23,2,2736,328,2
2,2,2,2,4,2,4,4,4,3,4,5,5,4,7,3.0,neutral or dissatisfied,55,2,1854,349,3
5,3,3,3,5,5,5,5,2,4,4,5,2,5,0,0.0,satisfied,145,5,3548,170,2
5,5,5,5,2,4,5,4,4,4,4,3,4,4,0,0.0,satisfied,33,2,70,307,2
4,4,5,4,2,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,118,2,2435,199,1
2,4,5,4,3,2,3,1,1,2,1,1,1,2,10,8.0,neutral or dissatisfied,56,4,1190,177,1
3,3,3,3,5,3,2,5,5,5,5,3,5,1,0,7.0,satisfied,7,2,2903,124,5
3,3,3,3,4,5,4,5,5,5,5,4,5,5,0,26.0,satisfied,114,2,1082,157,5
4,3,4,4,3,4,5,5,5,5,5,3,5,5,35,40.0,satisfied,36,2,1475,607,5
2,2,2,2,2,5,5,5,5,5,5,4,5,5,0,0.0,satisfied,114,2,245,286,1
2,5,3,2,2,3,2,2,5,3,5,3,5,2,0,0.0,neutral or dissatisfied,12,3,3117,611,1
4,4,4,4,4,4,4,5,5,5,5,3,5,3,0,0.0,satisfied,33,2,684,235,6
3,3,3,4,3,1,1,1,1,3,3,1,4,1,112,135.0,neutral or dissatisfied,53,4,1800,702,3
3,1,5,1,1,1,3,1,3,4,4,2,4,1,0,0.0,neutral or dissatisfied,137,2,3455,294,5
3,3,3,3,2,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,100,2,1602,18,3
4,3,3,3,1,4,3,3,3,3,4,4,3,2,32,23.0,neutral or dissatisfied,102,2,3773,174,3
0,4,0,2,2,0,2,2,3,5,4,4,4,2,0,0.0,satisfied,22,4,2833,403,1
2,4,2,2,2,2,2,2,4,2,5,5,4,2,0,0.0,neutral or dissatisfied,11,3,71,381,6
4,1,1,1,5,4,5,5,3,5,3,4,3,5,0,0.0,neutral or dissatisfied,12,4,1889,120,3
2,5,1,5,5,1,2,5,4,2,5,2,2,5,0,0.0,neutral or dissatisfied,24,3,3620,96,1
4,4,4,2,5,5,4,3,3,4,3,4,3,3,6,16.0,neutral or dissatisfied,56,3,1263,31,6
5,5,5,5,4,2,1,5,5,5,3,4,5,4,0,0.0,satisfied,50,2,3652,97,1
3,3,3,3,4,4,4,5,5,4,5,4,3,4,238,287.0,satisfied,100,2,2156,470,1
3,1,3,2,2,1,2,1,1,3,1,1,1,4,0,0.0,neutral or dissatisfied,49,3,1232,705,4
4,4,4,4,5,2,5,5,5,5,5,3,5,4,0,0.0,satisfied,75,2,722,46,1
