flight_key,Flight Distance,Origin_Airport,Destination_Airport,Origin_Airport_Name,Origin_Latitude,Origin_Longitude,Dest_Airport_Name,Dest_Latitude,Dest_Longitude
1906,3856,PHX,LAX,Phoenix Sky Harbor Intl,33.4342,-112.0116,Los Angeles Intl,33.9416,-118.4085
1907,1524,BOS,MSP,Boston Logan Intl,42.3656,-71.0096,Minneapolis–Saint Paul Intl,44.883,-93.21
1908,3938,MIA,BOS,Miami Intl,25.7959,-80.287,Boston Logan Intl,42.3656,-71.0096
1909,3423,IAH,MIA,George Bush Intercontinental,29.9902,-95.3368,Miami Intl,25.7959,-80.287
1910,3943,BOS,MIA,Boston Logan Intl,42.3656,-71.0096,Miami Intl,25.7959,-80.287
1911,2637,MSP,SEA,Minneapolis–Saint Paul Intl,44.883,-93.21,Seattle-Tacoma Intl,47.4502,-122.3088
1912,3820,BOS,MIA,Boston Logan Intl,42.3656,-71.0096,Miami Intl,25.7959,-80.287
1913,3149,SFO,LAS,San Francisco Intl,37.6213,-122.379,Las Vegas McCarran Intl,36.084,-115.1537
1914,2891,ATL,IAH,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,George Bush Intercontinental,29.9902,-95.3368
1915,2271,SFO,BOS,San Francisco Intl,37.6213,-122.379,Boston Logan Intl,42.3656,-71.0096
1916,2617,BOS,ATL,Boston Logan Intl,42.3656,-71.0096,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1917,3582,DEN,LAX,Denver Intl,39.8561,-104.6737,Los Angeles Intl,33.9416,-118.4085
1918,3722,JFK,ATL,John F. Kennedy Intl,40.6413,-73.7781,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1919,757,BOS,LAS,Boston Logan Intl,42.3656,-71.0096,Las Vegas McCarran Intl,36.084,-115.1537
1920,3225,SFO,DEN,San Francisco Intl,37.6213,-122.379,Denver Intl,39.8561,-104.6737
1921,3328,LAS,CLT,Las Vegas McCarran Intl,36.084,-115.1537,Charlotte Douglas Intl,35.214,-80.9431
1922,3222,MSP,LAS,Minneapolis–Saint Paul Intl,44.883,-93.21,Las Vegas McCarran Intl,36.084,-115.1537
1923,1826,DEN,MIA,Denver Intl,39.8561,-104.6737,Miami Intl,25.7959,-80.287
1924,2254,SFO,DEN,San Francisco Intl,37.6213,-122.379,Denver Intl,39.8561,-104.6737
1925,3325,MIA,LAX,Miami Intl,25.7959,-80.287,Los Angeles Intl,33.9416,-118.4085
1926,260,ORD,BOS,Chicago O’Hare Intl,41.9742,-87.9073,Boston Logan Intl,42.3656,-71.0096
1927,115,SEA,DFW,Seattle-Tacoma Intl,47.4502,-122.3088,Dallas/Fort Worth Intl,32.8998,-97.0403
1928,1858,LAX,MIA,Los Angeles Intl,33.9416,-118.4085,Miami Intl,25.7959,-80.287
1929,3006,PHX,ATL,Phoenix Sky Harbor Intl,33.4342,-112.0116,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1930,2061,SFO,PHX,San Francisco Intl,37.6213,-122.379,Phoenix Sky Harbor Intl,33.4342,-112.0116
1931,3850,IAH,ATL,George Bush Intercontinental,29.9902,-95.3368,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1932,1297,LAX,CLT,Los Angeles Intl,33.9416,-118.4085,Charlotte Douglas Intl,35.214,-80.9431
1933,995,MSP,SFO,Minneapolis–Saint Paul Intl,44.883,-93.21,San Francisco Intl,37.6213,-122.379
1934,768,LAS,PHX,Las Vegas McCarran Intl,36.084,-115.1537,Phoenix Sky Harbor Intl,33.4342,-112.0116
1935,2225,DFW,ORD,Dallas/Fort Worth Intl,32.8998,-97.0403,Chicago O’Hare Intl,41.9742,-87.9073
1936,561,SFO,BOS,San Francisco Intl,37.6213,-122.379,Boston Logan Intl,42.3656,-71.0096
1937,193,ORD,LAX,Chicago O’Hare Intl,41.9742,-87.9073,Los Angeles Intl,33.9416,-118.4085
1938,1645,LAX,MIA,Los Angeles Intl,33.9416,-118.4085,Miami Intl,25.7959,-80.287
1939,3547,PHX,ORD,Phoenix Sky Harbor Intl,33.4342,-112.0116,Chicago O’Hare Intl,41.9742,-87.9073
1940,3071,BOS,LAX,Boston Logan Intl,42.3656,-71.0096,Los Angeles Intl,33.9416,-118.4085
1941,2813,SFO,CLT,San Francisco Intl,37.6213,-122.379,Charlotte Douglas Intl,35.214,-80.9431
1942,3729,ATL,SEA,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Seattle-Tacoma Intl,47.4502,-122.3088
1943,850,LAS,BOS,Las Vegas McCarran Intl,36.084,-115.1537,Boston Logan Intl,42.3656,-71.0096
1944,3339,MSP,JFK,Minneapolis–Saint Paul Intl,44.883,-93.21,John F. Kennedy Intl,40.6413,-73.7781
1945,2940,SEA,JFK,Seattle-Tacoma Intl,47.4502,-122.3088,John F. Kennedy Intl,40.6413,-73.7781
1946,2801,ORD,BOS,Chicago O’Hare Intl,41.9742,-87.9073,Boston Logan Intl,42.3656,-71.0096
1947,2911,CLT,PHX,Charlotte Douglas Intl,35.214,-80.9431,Phoenix Sky Harbor Intl,33.4342,-112.0116
1948,1725,CLT,SFO,Charlotte Douglas Intl,35.214,-80.9431,San Francisco Intl,37.6213,-122.379
1949,1824,IAH,SFO,George Bush Intercontinental,29.9902,-95.3368,San Francisco Intl,37.6213,-122.379
1950,2067,LAX,PHX,Los Angeles Intl,33.9416,-118.4085,Phoenix Sky Harbor Intl,33.4342,-112.0116
1951,2448,ORD,IAH,Chicago O’Hare Intl,41.9742,-87.9073,George Bush Intercontinental,29.9902,-95.3368
1952,281,DEN,MSP,Denver Intl,39.8561,-104.6737,Minneapolis–Saint Paul Intl,44.883,-93.21
1953,2644,PHX,JFK,Phoenix Sky Harbor Intl,33.4342,-112.0116,John F. Kennedy Intl,40.6413,-73.7781
1954,1081,SEA,DFW,Seattle-Tacoma Intl,47.4502,-122.3088,Dallas/Fort Worth Intl,32.8998,-97.0403
1955,3632,BOS,PHX,Boston Logan Intl,42.3656,-71.0096,Phoenix Sky Harbor Intl,33.4342,-112.0116
1956,3886,SFO,MIA,San Francisco Intl,37.6213,-122.379,Miami Intl,25.7959,-80.287
1957,2719,SFO,JFK,San Francisco Intl,37.6213,-122.379,John F. Kennedy Intl,40.6413,-73.7781
1958,2168,CLT,DFW,Charlotte Douglas Intl,35.214,-80.9431,Dallas/Fort Worth Intl,32.8998,-97.0403
1959,2312,SFO,CLT,San Francisco Intl,37.6213,-122.379,Charlotte Douglas Intl,35.214,-80.9431
1960,2639,MSP,ORD,Minneapolis–Saint Paul Intl,44.883,-93.21,Chicago O’Hare Intl,41.9742,-87.9073
1961,2407,SEA,DFW,Seattle-Tacoma Intl,47.4502,-122.3088,Dallas/Fort Worth Intl,32.8998,-97.0403
1962,1463,ATL,ORD,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Chicago O’Hare Intl,41.9742,-87.9073
1963,3388,DFW,MSP,Dallas/Fort Worth Intl,32.8998,-97.0403,Minneapolis–Saint Paul Intl,44.883,-93.21
1964,1603,IAH,LAX,George Bush Intercontinental,29.9902,-95.3368,Los Angeles Intl,33.9416,-118.4085
1965,2334,JFK,LAS,John F. Kennedy Intl,40.6413,-73.7781,Las Vegas McCarran Intl,36.084,-115.1537
1966,3595,MIA,DEN,Miami Intl,25.7959,-80.287,Denver Intl,39.8561,-104.6737
1967,1664,IAH,LAX,George Bush Intercontinental,29.9902,-95.3368,Los Angeles Intl,33.9416,-118.4085
1968,3623,LAX,JFK,Los Angeles Intl,33.9416,-118.4085,John F. Kennedy Intl,40.6413,-73.7781
1969,1752,ATL,ORD,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Chicago O’Hare Intl,41.9742,-87.9073
1970,879,IAH,JFK,George Bush Intercontinental,29.9902,-95.3368,John F. Kennedy Intl,40.6413,-73.7781
1971,983,BOS,MSP,Boston Logan Intl,42.3656,-71.0096,Minneapolis–Saint Paul Intl,44.883,-93.21
1972,2452,CLT,PHX,Charlotte Douglas Intl,35.214,-80.9431,Phoenix Sky Harbor Intl,33.4342,-112.0116
1973,3074,LAS,BOS,Las Vegas McCarran Intl,36.084,-115.1537,Boston Logan Intl,42.3656,-71.0096
1974,2516,LAX,MIA,Los Angeles Intl,33.9416,-118.4085,Miami Intl,25.7959,-80.287
1975,2345,SFO,ATL,San Francisco Intl,37.6213,-122.379,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1976,1926,ORD,JFK,Chicago O’Hare Intl,41.9742,-87.9073,John F. Kennedy Intl,40.6413,-73.7781
1977,2657,BOS,MIA,Boston Logan Intl,42.3656,-71.0096,Miami Intl,25.7959,-80.287
1978,3819,LAX,PHX,Los Angeles Intl,33.9416,-118.4085,Phoenix Sky Harbor Intl,33.4342,-112.0116
1979,994,LAS,DFW,Las Vegas McCarran Intl,36.084,-115.1537,Dallas/Fort Worth Intl,32.8998,-97.0403
1980,3702,PHX,DFW,Phoenix Sky Harbor Intl,33.4342,-112.0116,Dallas/Fort Worth Intl,32.8998,-97.0403
1981,3602,SFO,CLT,San Francisco Intl,37.6213,-122.379,Charlotte Douglas Intl,35.214,-80.9431
1982,267,IAH,LAX,George Bush Intercontinental,29.9902,-95.3368,Los Angeles Intl,33.9416,-118.4085
1983,1194,IAH,DFW,George Bush Intercontinental,29.9902,-95.3368,Dallas/Fort Worth Intl,32.8998,-97.0403
1984,699,LAX,DFW,Los Angeles Intl,33.9416,-118.4085,Dallas/Fort Worth Intl,32.8998,-97.0403
1985,3932,ORD,ATL,Chicago O’Hare Intl,41.9742,-87.9073,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1986,1215,PHX,ORD,Phoenix Sky Harbor Intl,33.4342,-112.0116,Chicago O’Hare Intl,41.9742,-87.9073
1987,1880,SFO,BOS,San Francisco Intl,37.6213,-122.379,Boston Logan Intl,42.3656,-71.0096
1988,655,LAS,MIA,Las Vegas McCarran Intl,36.084,-115.1537,Miami Intl,25.7959,-80.287
1989,3346,DFW,BOS,Dallas/Fort Worth Intl,32.8998,-97.0403,Boston Logan Intl,42.3656,-71.0096
1990,1298,IAH,DEN,George Bush Intercontinental,29.9902,-95.3368,Denver Intl,39.8561,-104.6737
1991,2603,LAS,MSP,Las Vegas McCarran Intl,36.084,-115.1537,Minneapolis–Saint Paul Intl,44.883,-93.21
1992,2369,ATL,PHX,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Phoenix Sky Harbor Intl,33.4342,-112.0116
1993,2257,IAH,JFK,George Bush Intercontinental,29.9902,-95.3368,John F. Kennedy Intl,40.6413,-73.7781
1994,2328,LAS,ORD,Las Vegas McCarran Intl,36.084,-115.1537,Chicago O’Hare Intl,41.9742,-87.9073
1995,2087,DEN,LAX,Denver Intl,39.8561,-104.6737,Los Angeles Intl,33.9416,-118.4085
1996,2555,CLT,PHX,Charlotte Douglas Intl,35.214,-80.9431,Phoenix Sky Harbor Intl,33.4342,-112.0116
1997,1137,MIA,SEA,Miami Intl,25.7959,-80.287,Seattle-Tacoma Intl,47.4502,-122.3088
1998,463,SEA,JFK,Seattle-Tacoma Intl,47.4502,-122.3088,John F. Kennedy Intl,40.6413,-73.7781
1999,3987,CLT,DFW,Charlotte Douglas Intl,35.214,-80.9431,Dallas/Fort Worth Intl,32.8998,-97.0403
2000,3447,MSP,LAX,Minneapolis–Saint Paul Intl,44.883,-93.21,Los Angeles Intl,33.9416,-118.4085
2001,3614,MIA,LAS,Miami Intl,25.7959,-80.287,Las Vegas McCarran Intl,36.084,-115.1537
2002,3603,BOS,MIA,Boston Logan Intl,42.3656,-71.0096,Miami Intl,25.7959,-80.287
2003,3600,LAS,IAH,Las Vegas McCarran Intl,36.084,-115.1537,George Bush Intercontinental,29.9902,-95.3368
2004,1766,MIA,CLT,Miami Intl,25.7959,-80.287,Charlotte Douglas Intl,35.214,-80.9431
2005,2947,MSP,ATL,Minneapolis–Saint Paul Intl,44.883,-93.21,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2006,2884,SFO,ATL,San Francisco Intl,37.6213,-122.379,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2007,3690,DFW,IAH,Dallas/Fort Worth Intl,32.8998,-97.0403,George Bush Intercontinental,29.9902,-95.3368
2008,3446,DEN,DFW,Denver Intl,39.8561,-104.6737,Dallas/Fort Worth Intl,32.8998,-97.0403
2009,2522,ATL,SFO,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,San Francisco Intl,37.6213,-122.379
2010,3062,LAS,ATL,Las Vegas McCarran Intl,36.084,-115.1537,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2011,1736,ATL,MIA,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Miami Intl,25.7959,-80.287
2012,1555,ORD,DFW,Chicago O’Hare Intl,41.9742,-87.9073,Dallas/Fort Worth Intl,32.8998,-97.0403
2013,3309,IAH,ORD,George Bush Intercontinental,29.9902,-95.3368,Chicago O’Hare Intl,41.9742,-87.9073
2014,1792,LAS,ATL,Las Vegas McCarran Intl,36.084,-115.1537,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2015,2043,SEA,BOS,Seattle-Tacoma Intl,47.4502,-122.3088,Boston Logan Intl,42.3656,-71.0096
2016,1883,LAS,DFW,Las Vegas McCarran Intl,36.084,-115.1537,Dallas/Fort Worth Intl,32.8998,-97.0403
2017,640,LAX,MIA,Los Angeles Intl,33.9416,-118.4085,Miami Intl,25.7959,-80.287
2018,2912,DFW,IAH,Dallas/Fort Worth Intl,32.8998,-97.0403,George Bush Intercontinental,29.9902,-95.3368
2019,1617,LAX,LAS,Los Angeles Intl,33.9416,-118.4085,Las Vegas McCarran Intl,36.084,-115.1537
2020,3069,LAS,BOS,Las Vegas McCarran Intl,36.084,-115.1537,Boston Logan Intl,42.3656,-71.0096
2021,2444,DEN,JFK,Denver Intl,39.8561,-104.6737,John F. Kennedy Intl,40.6413,-73.7781
2022,1700,MIA,JFK,Miami Intl,25.7959,-80.287,John F. Kennedy Intl,40.6413,-73.7781
2023,2608,ATL,SFO,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,San Francisco Intl,37.6213,-122.379
2024,1053,DEN,BOS,Denver Intl,39.8561,-104.6737,Boston Logan Intl,42.3656,-71.0096
2025,1408,LAS,LAX,Las Vegas McCarran Intl,36.084,-115.1537,Los Angeles Intl,33.9416,-118.4085
2026,1919,MSP,PHX,Minneapolis–Saint Paul Intl,44.883,-93.21,Phoenix Sky Harbor Intl,33.4342,-112.0116
2027,858,MIA,JFK,Miami Intl,25.7959,-80.287,John F. Kennedy Intl,40.6413,-73.7781
2028,1839,MSP,LAX,Minneapolis–Saint Paul Intl,44.883,-93.21,Los Angeles Intl,33.9416,-118.4085
2029,195,ATL,ORD,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Chicago O’Hare Intl,41.9742,-87.9073
2030,1784,MIA,DFW,Miami Intl,25.7959,-80.287,Dallas/Fort Worth Intl,32.8998,-97.0403
2031,3486,SEA,PHX,Seattle-Tacoma Intl,47.4502,-122.3088,Phoenix Sky Harbor Intl,33.4342,-112.0116
2032,3849,DFW,DEN,Dallas/Fort Worth Intl,32.8998,-97.0403,Denver Intl,39.8561,-104.6737
2033,307,CLT,MSP,Charlotte Douglas Intl,35.214,-80.9431,Minneapolis–Saint Paul Intl,44.883,-93.21
2034,2161,PHX,MIA,Phoenix Sky Harbor Intl,33.4342,-112.0116,Miami Intl,25.7959,-80.287
2035,3392,BOS,CLT,Boston Logan Intl,42.3656,-71.0096,Charlotte Douglas Intl,35.214,-80.9431
2036,2005,DEN,MSP,Denver Intl,39.8561,-104.6737,Minneapolis–Saint Paul Intl,44.883,-93.21
2037,3340,IAH,MSP,George Bush Intercontinental,29.9902,-95.3368,Minneapolis–Saint Paul Intl,44.883,-93.21
2038,877,DEN,DFW,Denver Intl,39.8561,-104.6737,Dallas/Fort Worth Intl,32.8998,-97.0403
2039,3327,PHX,IAH,Phoenix Sky Harbor Intl,33.4342,-112.0116,George Bush Intercontinental,29.9902,-95.3368
2040,1900,CLT,PHX,Charlotte Douglas Intl,35.214,-80.9431,Phoenix Sky Harbor Intl,33.4342,-112.0116
2041,2757,JFK,MIA,John F. Kennedy Intl,40.6413,-73.7781,Miami Intl,25.7959,-80.287
2042,3288,SFO,PHX,San Francisco Intl,37.6213,-122.379,Phoenix Sky Harbor Intl,33.4342,-112.0116
2043,2273,SEA,BOS,Seattle-Tacoma Intl,47.4502,-122.3088,Boston Logan Intl,42.3656,-71.0096
2044,1774,MSP,ORD,Minneapolis–Saint Paul Intl,44.883,-93.21,Chicago O’Hare Intl,41.9742,-87.9073
2045,2391,LAS,SEA,Las Vegas McCarran Intl,36.084,-115.1537,Seattle-Tacoma Intl,47.4502,-122.3088
2046,424,SEA,CLT,Seattle-Tacoma Intl,47.4502,-122.3088,Charlotte Douglas Intl,35.214,-80.9431
2047,2023,PHX,ATL,Phoenix Sky Harbor Intl,33.4342,-112.0116,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2048,2753,LAS,PHX,Las Vegas McCarran Intl,36.084,-115.1537,Phoenix Sky Harbor Intl,33.4342,-112.0116
2049,3996,IAH,MIA,George Bush Intercontinental,29.9902,-95.3368,Miami Intl,25.7959,-80.287
2050,3276,LAX,MIA,Los Angeles Intl,33.9416,-118.4085,Miami Intl,25.7959,-80.287
2051,1360,MIA,BOS,Miami Intl,25.7959,-80.287,Boston Logan Intl,42.3656,-71.0096
2052,984,SFO,LAX,San Francisco Intl,37.6213,-122.379,Los Angeles Intl,33.9416,-118.4085
2053,2503,DFW,ORD,Dallas/Fort Worth Intl,32.8998,-97.0403,Chicago O’Hare Intl,41.9742,-87.9073
2054,3484,DFW,IAH,Dallas/Fort Worth Intl,32.8998,-97.0403,George Bush Intercontinental,29.9902,-95.3368
2055,217,PHX,SEA,Phoenix Sky Harbor Intl,33.4342,-112.0116,Seattle-Tacoma Intl,47.4502,-122.3088
2056,1552,SEA,SFO,Seattle-Tacoma Intl,47.4502,-122.3088,San Francisco Intl,37.6213,-122.379
2057,2897,DFW,ATL,Dallas/Fort Worth Intl,32.8998,-97.0403,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2058,2916,IAH,DEN,George Bush Intercontinental,29.9902,-95.3368,Denver Intl,39.8561,-104.6737
2059,3311,MSP,SFO,Minneapolis–Saint Paul Intl,44.883,-93.21,San Francisco Intl,37.6213,-122.379
2060,2988,JFK,MSP,John F. Kennedy Intl,40.6413,-73.7781,Minneapolis–Saint Paul Intl,44.883,-93.21
2061,2100,DEN,DFW,Denver Intl,39.8561,-104.6737,Dallas/Fort Worth Intl,32.8998,-97.0403
2062,1385,ORD,MSP,Chicago O’Hare Intl,41.9742,-87.9073,Minneapolis–Saint Paul Intl,44.883,-93.21
2063,2798,IAH,MSP,George Bush Intercontinental,29.9902,-95.3368,Minneapolis–Saint Paul Intl,44.883,-93.21
2064,360,LAS,ATL,Las Vegas McCarran Intl,36.084,-115.1537,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2065,864,BOS,MIA,Boston Logan Intl,42.3656,-71.0096,Miami Intl,25.7959,-80.287
2066,2084,PHX,LAS,Phoenix Sky Harbor Intl,33.4342,-112.0116,Las Vegas McCarran Intl,36.084,-115.1537
2067,1569,LAX,DEN,Los Angeles Intl,33.9416,-118.4085,Denver Intl,39.8561,-104.6737
2068,2144,MIA,PHX,Miami Intl,25.7959,-80.287,Phoenix Sky Harbor Intl,33.4342,-112.0116
2069,3792,BOS,LAX,Boston Logan Intl,42.3656,-71.0096,Los Angeles Intl,33.9416,-118.4085
2070,2264,MIA,SEA,Miami Intl,25.7959,-80.287,Seattle-Tacoma Intl,47.4502,-122.3088
2071,3557,ATL,PHX,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Phoenix Sky Harbor Intl,33.4342,-112.0116
2072,3010,BOS,IAH,Boston Logan Intl,42.3656,-71.0096,George Bush Intercontinental,29.9902,-95.3368
2073,3868,ORD,LAX,Chicago O’Hare Intl,41.9742,-87.9073,Los Angeles Intl,33.9416,-118.4085
2074,1613,SEA,ORD,Seattle-Tacoma Intl,47.4502,-122.3088,Chicago O’Hare Intl,41.9742,-87.9073
2075,2108,JFK,LAS,John F. Kennedy Intl,40.6413,-73.7781,Las Vegas McCarran Intl,36.084,-115.1537
2076,1701,DEN,BOS,Denver Intl,39.8561,-104.6737,Boston Logan Intl,42.3656,-71.0096
2077,3736,DEN,ATL,Denver Intl,39.8561,-104.6737,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2078,1628,JFK,PHX,John F. Kennedy Intl,40.6413,-73.7781,Phoenix Sky Harbor Intl,33.4342,-112.0116
2079,1988,MSP,LAX,Minneapolis–Saint Paul Intl,44.883,-93.21,Los Angeles Intl,33.9416,-118.4085
2080,3785,SFO,LAS,San Francisco Intl,37.6213,-122.379,Las Vegas McCarran Intl,36.084,-115.1537
2081,1283,ATL,SFO,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,San Francisco Intl,37.6213,-122.379
2082,1162,MIA,BOS,Miami Intl,25.7959,-80.287,Boston Logan Intl,42.3656,-71.0096
2083,2116,ORD,LAX,Chicago O’Hare Intl,41.9742,-87.9073,Los Angeles Intl,33.9416,-118.4085
2084,3216,DFW,JFK,Dallas/Fort Worth Intl,32.8998,-97.0403,John F. Kennedy Intl,40.6413,-73.7781
2085,2105,BOS,MSP,Boston Logan Intl,42.3656,-71.0096,Minneapolis–Saint Paul Intl,44.883,-93.21
2086,3907,ATL,ORD,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Chicago O’Hare Intl,41.9742,-87.9073
2087,1901,IAH,DFW,George Bush Intercontinental,29.9902,-95.3368,Dallas/Fort Worth Intl,32.8998,-97.0403
2088,3509,PHX,SFO,Phoenix Sky Harbor Intl,33.4342,-112.0116,San Francisco Intl,37.6213,-122.379
2089,1067,BOS,MSP,Boston Logan Intl,42.3656,-71.0096,Minneapolis–Saint Paul Intl,44.883,-93.21
2090,2175,ORD,IAH,Chicago O’Hare Intl,41.9742,-87.9073,George Bush Intercontinental,29.9902,-95.3368
2091,3164,LAX,SEA,Los Angeles Intl,33.9416,-118.4085,Seattle-Tacoma Intl,47.4502,-122.3088
2092,1066,LAX,LAS,Los Angeles Intl,33.9416,-118.4085,Las Vegas McCarran Intl,36.084,-115.1537
2093,1902,LAS,ORD,Las Vegas McCarran Intl,36.084,-115.1537,Chicago O’Hare Intl,41.9742,-87.9073
2094,2628,ATL,BOS,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Boston Logan Intl,42.3656,-71.0096
2095,3887,SEA,JFK,Seattle-Tacoma Intl,47.4502,-122.3088,John F. Kennedy Intl,40.6413,-73.7781
2096,3731,ORD,ATL,Chicago O’Hare Intl,41.9742,-87.9073,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2097,2498,ORD,SFO,Chicago O’Hare Intl,41.9742,-87.9073,San Francisco Intl,37.6213,-122.379
2098,4000,JFK,SEA,John F. Kennedy Intl,40.6413,-73.7781,Seattle-Tacoma Intl,47.4502,-122.3088
2099,1881,IAH,PHX,George Bush Intercontinental,29.9902,-95.3368,Phoenix Sky Harbor Intl,33.4342,-112.0116
2100,3203,SEA,LAS,Seattle-Tacoma Intl,47.4502,-122.3088,Las Vegas McCarran Intl,36.084,-115.1537
2101,2830,IAH,SEA,George Bush Intercontinental,29.9902,-95.3368,Seattle-Tacoma Intl,47.4502,-122.3088
2102,3158,MSP,ORD,Minneapolis–Saint Paul Intl,44.883,-93.21,Chicago O’Hare Intl,41.9742,-87.9073
2103,2404,MIA,LAS,Miami Intl,25.7959,-80.287,Las Vegas McCarran Intl,36.084,-115.1537
2104,3085,MIA,BOS,Miami Intl,25.7959,-80.287,Boston Logan Intl,42.3656,-71.0096
2105,3160,DFW,ATL,Dallas/Fort Worth Intl,32.8998,-97.0403,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2106,2042,LAS,MIA,Las Vegas McCarran Intl,36.084,-115.1537,Miami Intl,25.7959,-80.287
2107,615,DEN,IAH,Denver Intl,39.8561,-104.6737,George Bush Intercontinental,29.9902,-95.3368
2108,2082,LAX,JFK,Los Angeles Intl,33.9416,-118.4085,John F. Kennedy Intl,40.6413,-73.7781
2109,3173,PHX,LAS,Phoenix Sky Harbor Intl,33.4342,-112.0116,Las Vegas McCarran Intl,36.084,-115.1537
2110,2104,MIA,CLT,Miami Intl,25.7959,-80.287,Charlotte Douglas Intl,35.214,-80.9431
2111,1920,SEA,SFO,Seattle-Tacoma Intl,47.4502,-122.3088,San Francisco Intl,37.6213,-122.379
2112,701,ORD,ATL,Chicago O’Hare Intl,41.9742,-87.9073,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2113,2033,PHX,CLT,Phoenix Sky Harbor Intl,33.4342,-112.0116,Charlotte Douglas Intl,35.214,-80.9431
2114,3853,CLT,PHX,Charlotte Douglas Intl,35.214,-80.9431,Phoenix Sky Harbor Intl,33.4342,-112.0116
2115,3910,IAH,ATL,George Bush Intercontinental,29.9902,-95.3368,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
2116,2461,MIA,JFK,Miami Intl,25.7959,-80.287,John F. Kennedy Intl,40.6413,-73.7781
2117,2975,ORD,DEN,Chicago O’Hare Intl,41.9742,-87.9073,Denver Intl,39.8561,-104.6737
2118,3918,MIA,DEN,Miami Intl,25.7959,-80.287,Denver Intl,39.8561,-104.6737
2119,2455,LAX,DEN,Los Angeles Intl,33.9416,-118.4085,Denver Intl,39.8561,-104.6737
2120,3906,CLT,SEA,Charlotte Douglas Intl,35.214,-80.9431,Seattle-Tacoma Intl,47.4502,-122.3088
2121,3580,BOS,PHX,Boston Logan Intl,42.3656,-71.0096,Phoenix Sky Harbor Intl,33.4342,-112.0116
2122,765,MIA,DEN,Miami Intl,25.7959,-80.287,Denver Intl,39.8561,-104.6737
2123,979,MSP,LAX,Minneapolis–Saint Paul Intl,44.883,-93.21,Los Angeles Intl,33.9416,-118.4085
2124,3121,SEA,IAH,Seattle-Tacoma Intl,47.4502,-122.3088,George Bush Intercontinental,29.9902,-95.3368
2125,291,MIA,BOS,Miami Intl,25.7959,-80.287,Boston Logan Intl,42.3656,-71.0096
2126,3671,DEN,PHX,Denver Intl,39.8561,-104.6737,Phoenix Sky Harbor Intl,33.4342,-112.0116
2127,1831,PHX,DEN,Phoenix Sky Harbor Intl,33.4342,-112.0116,Denver Intl,39.8561,-104.6737
2128,3927,PHX,CLT,Phoenix Sky Harbor Intl,33.4342,-112.0116,Charlotte Douglas Intl,35.214,-80.9431
2129,2984,LAX,JFK,Los Angeles Intl,33.9416,-118.4085,John F. Kennedy Intl,40.6413,-73.7781
2130,3014,SEA,BOS,Seattle-Tacoma Intl,47.4502,-122.3088,Boston Logan Intl,42.3656,-71.0096
2131,1111,CLT,SEA,Charlotte Douglas Intl,35.214,-80.9431,Seattle-Tacoma Intl,47.4502,-122.3088
2132,3462,MSP,DFW,Minneapolis–Saint Paul Intl,44.883,-93.21,Dallas/Fort Worth Intl,32.8998,-97.0403
2133,3287,JFK,LAX,John F. Kennedy Intl,40.6413,-73.7781,Los Angeles Intl,33.9416,-118.4085
2134,2610,SEA,CLT,Seattle-Tacoma Intl,47.4502,-122.3088,Charlotte Douglas Intl,35.214,-80.9431
2135,2793,PHX,SEA,Phoenix Sky Harbor Intl,33.4342,-112.0116,Seattle-Tacoma Intl,47.4502,-122.3088
2136,1977,DEN,ORD,Denver Intl,39.8561,-104.6737,Chicago O’Hare Intl,41.9742,-87.9073
